image,severity,code,box_index,detail
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen78_jpg.rf.225a55b942244ad29bc83eefce2d3e90.jpg,warning,small_box,0,box area 0.3798% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen795_jpg.rf.0ec9bae9645adfc4c1b768c65f5aa650.jpg,warning,small_box,0,box area 0.3704% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen815_jpg.rf.a61f4bf532d05489cc7ab2dc00ba6c48.jpg,warning,small_box,0,box area 0.3995% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen821_jpg.rf.9160c350ffbf6d3e1b9ed9bdc592b109.jpg,warning,small_box,0,box area 0.4545% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen824_jpg.rf.c35a5b26c36612c62b48262b4c29bb36.jpg,warning,small_box,0,box area 0.3889% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen827_jpg.rf.08ce5f7545db4560c64e948c30913ef1.jpg,warning,small_box,0,box area 0.2845% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen862_jpg.rf.022806b223b45eb23ad533ff39e75909.jpg,warning,small_box,0,box area 0.3889% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen870_jpg.rf.cc5372d1a875160885b2f41398f902a0.jpg,warning,small_box,0,box area 0.4364% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen907_jpg.rf.fde93320262fd2c34ed7dad0f78fad3b.jpg,warning,small_box,0,box area 0.3845% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen927_jpg.rf.420ff3aaa68bf8f14af1734233b00272.jpg,warning,small_box,0,box area 0.3889% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen938_jpg.rf.609152fd4e6774d983fd25daf63ad4a0.jpg,warning,small_box,0,box area 0.4263% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen952_jpg.rf.1c89c5f5fadef115f013e6359eb1e5d2.jpg,warning,small_box,0,box area 0.3953% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen954_jpg.rf.b2a0739d599dbe7c0e713b214de3f5e6.jpg,warning,small_box,0,box area 0.4285% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen966_jpg.rf.85fde7acd343bddf6805921d2876f6a8.jpg,warning,small_box,0,box area 0.3154% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen980_jpg.rf.697b8ef14d827c5a6012d4bfd1c31168.jpg,warning,small_box,0,box area 0.4883% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen986_jpg.rf.e0dac8dd3a5e467bb6c01c376139a1c3.jpg,warning,small_box,0,box area 0.3726% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\CarLongPlateGen987_jpg.rf.cbce6699cddc4fda2c03787c50d1221b.jpg,warning,small_box,0,box area 0.3995% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\cropquandoi17_jpg.rf.a29f68c63f101256d42dd533f2c51fff.jpg,warning,small_box,0,box area 0.2175% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\cropquandoi37_jpg.rf.5401abcba3bfbd079242530936bb6955.jpg,warning,small_box,0,box area 0.3119% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\cropquandoi38_jpg.rf.5d610323001067907dbffccdc0dbf42d.jpg,warning,small_box,0,box area 0.1522% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\cropquandoi88_jpg.rf.ee597724baa6f3f829c0360af8253d04.jpg,warning,small_box,0,box area 0.2572% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi107_jpg.rf.44d479c4825289f12d1a9aab8487ab41.jpg,warning,small_box,0,box area 0.3076% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi107_jpg.rf.44d479c4825289f12d1a9aab8487ab41.jpg,warning,small_box,1,box area 0.0667% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi16_jpg.rf.de42625e2698648cd5c1fced03394dcb.jpg,warning,small_box,0,box area 0.2205% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi48_jpg.rf.04c22270e646ea1be3b8ed3460ad7984.jpg,warning,small_box,0,box area 0.3096% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi68_jpg.rf.101e391074446b0f32eae12c9c33ea45.jpg,warning,small_box,0,box area 0.2256% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi72_jpg.rf.d8671c04a5d253f2ea0f0670c7c0094b.jpg,warning,small_box,0,box area 0.4087% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\quandoi82_jpg.rf.bcea74b03550096c18702b7b9977b2d8.jpg,warning,small_box,0,box area 0.2914% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\rotatequandoi106_jpg.rf.f2997143f723a1d3b49c8aab4c1c9794.jpg,warning,small_box,0,box area 0.4832% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\rotatequandoi109_jpg.rf.0ba26bfc5e67c5ec90b99ea145b7264f.jpg,warning,small_box,0,box area 0.1936% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\rotatequandoi3_jpg.rf.72b01558184b891030c8ba257e29437f.jpg,warning,small_box,0,box area 0.2195% of the image is below the 0.50% threshold; plates this small are hard to learn
D:\DATN\datasets\raw\roboflow_school_fuhih\test\images\rotatequandoi3_jpg.rf.72b01558184b891030c8ba257e29437f.jpg,warning,small_box,1,box area 0.1572% of the image is below the 0.50% threshold; plates this small are hard to learn
